task_id,tier,group_key,run_index,total_runs,seed,market,symbol,provider,status,error,auc,brier,coverage,signal_flip_rate,net_return,max_drawdown
core_symbol_BTCUSDT_023,core_symbol,core_symbol::BTCUSDT,23,50,416,crypto,BTCUSDT,binance,success,,0.5311801167990943,,,,,
core_symbol_BTCUSDT_024,core_symbol,core_symbol::BTCUSDT,24,50,433,crypto,BTCUSDT,binance,success,,0.5365104357030445,,,,,
core_symbol_BTCUSDT_025,core_symbol,core_symbol::BTCUSDT,25,50,450,crypto,BTCUSDT,binance,success,,0.5256700521892046,,,,,
core_symbol_BTCUSDT_026,core_symbol,core_symbol::BTCUSDT,26,50,467,crypto,BTCUSDT,binance,success,,0.5238378889850915,,,,,
core_symbol_BTCUSDT_027,core_symbol,core_symbol::BTCUSDT,27,50,484,crypto,BTCUSDT,binance,success,,0.5140467418914308,,,,,
core_symbol_BTCUSDT_028,core_symbol,core_symbol::BTCUSDT,28,50,501,crypto,BTCUSDT,binance,success,,0.552281794140953,,,,,
core_symbol_BTCUSDT_029,core_symbol,core_symbol::BTCUSDT,29,50,518,crypto,BTCUSDT,binance,failed,FileNotFoundError: [Errno 2] No such file or directory: 'experiments\\stability_training\\run_20260210_191456\\runs\\core_symbol_BTCUSDT_029\\logs\\src_evaluation_walk_forward.log',,,,,,
core_symbol_BTCUSDT_030,core_symbol,core_symbol::BTCUSDT,30,50,535,crypto,BTCUSDT,binance,success,,0.5440806860760377,,,,,
core_symbol_BTCUSDT_031,core_symbol,core_symbol::BTCUSDT,31,50,552,crypto,BTCUSDT,binance,success,,0.5610325718669753,,,,,
core_symbol_BTCUSDT_032,core_symbol,core_symbol::BTCUSDT,32,50,569,crypto,BTCUSDT,binance,success,,0.5287576732862828,,,,,
core_symbol_BTCUSDT_033,core_symbol,core_symbol::BTCUSDT,33,50,586,crypto,BTCUSDT,binance,success,,0.5137242445028551,0.2548805163985116,0.7446282733659749,0.3341784081527936,0.0139509397694659,-0.0053884356917388
core_symbol_BTCUSDT_034,core_symbol,core_symbol::BTCUSDT,34,50,603,crypto,BTCUSDT,binance,success,,0.5373449866215494,0.2529525742814351,0.6876197025179089,0.1165095093495285,0.2401524490801144,-0.0138767331771357
core_symbol_BTCUSDT_035,core_symbol,core_symbol::BTCUSDT,35,50,620,crypto,BTCUSDT,binance,success,,0.5171125464286024,0.2578565461047122,0.716575072852398,0.3098417241361354,0.0571255885117238,-0.0061558498632244
core_symbol_BTCUSDT_036,core_symbol,core_symbol::BTCUSDT,36,50,637,crypto,BTCUSDT,binance,success,,0.5403611728605556,0.2499558290967297,0.7258654476275801,0.2996416695005854,0.0077936639990176,-0.0001365491587096
core_symbol_BTCUSDT_037,core_symbol,core_symbol::BTCUSDT,37,50,654,crypto,BTCUSDT,binance,success,,0.5104961984105507,0.250782004159158,0.73626449634564,0.2923907304019998,0.0084345198895266,-0.0002721172543862
core_symbol_BTCUSDT_038,core_symbol,core_symbol::BTCUSDT,38,50,671,crypto,BTCUSDT,binance,success,,0.5367225252436201,0.2510278261320403,0.764888589830662,0.1360451544896282,0.1078332975634045,-0.0060166521211392
core_symbol_BTCUSDT_039,core_symbol,core_symbol::BTCUSDT,39,50,688,crypto,BTCUSDT,binance,success,,0.5060579782672151,0.2497486247971048,0.756036140389062,0.2314459684852213,0.4570910816169459,-0.005122700992084
core_symbol_BTCUSDT_040,core_symbol,core_symbol::BTCUSDT,40,50,705,crypto,BTCUSDT,binance,failed,FileNotFoundError: [Errno 2] No such file or directory: 'experiments\\stability_training\\run_20260210_191456\\runs\\core_symbol_BTCUSDT_040\\logs\\src_models_calibrate.log',,,,,,
core_symbol_BTCUSDT_041,core_symbol,core_symbol::BTCUSDT,41,50,722,crypto,BTCUSDT,binance,success,,0.5748926218531695,0.2515041887631539,0.7078579494151546,0.1387169553057968,0.338723498803005,-0.0054509399648391
core_symbol_BTCUSDT_042,core_symbol,core_symbol::BTCUSDT,42,50,739,crypto,BTCUSDT,binance,success,,0.5248602083583146,0.2557009211113932,0.6777235669122011,0.2093889430304224,0.0715010439358836,-0.005736530092964
core_symbol_BTCUSDT_043,core_symbol,core_symbol::BTCUSDT,43,50,756,crypto,BTCUSDT,binance,failed,FileNotFoundError: [Errno 2] No such file or directory: 'experiments\\stability_training\\run_20260210_191456\\runs\\core_symbol_BTCUSDT_043\\logs\\src_features_build_features.log',,,,,,
core_symbol_BTCUSDT_044,core_symbol,core_symbol::BTCUSDT,44,50,773,crypto,BTCUSDT,binance,success,,0.5382321949140313,0.252899088039658,0.7202076657912189,0.051291125368159,0.3957442467007304,-0.0088950924669023
core_symbol_BTCUSDT_045,core_symbol,core_symbol::BTCUSDT,45,50,790,crypto,BTCUSDT,binance,success,,0.518221525993757,0.2509565897821561,0.7326452825056591,0.31277683280440194,0.028193269232223265,-0.002106139244661183
core_symbol_BTCUSDT_046,core_symbol,core_symbol::BTCUSDT,46,50,807,crypto,BTCUSDT,binance,success,,0.5260658780171451,0.25234743434774326,0.6796926663378186,0.114774597813857,0.05218434858612552,-0.012418773313810435
core_symbol_BTCUSDT_047,core_symbol,core_symbol::BTCUSDT,47,50,824,crypto,BTCUSDT,binance,success,,0.4926727610207091,0.25697844398347935,0.7516615502439793,0.2792761956233079,0.04674934549722623,-0.006560680102665706
